# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -16273 8 4240 63 8706509 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Table/index.html
DUPTYPE_FIRST_OCCURRENCE 16213 8 4242 63 5421767 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.cea31dc1add1.html
DUPTYPE_WITHIN_SAME_TREE -16213 8 4242 63 5419951 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.html
DUPTYPE_FIRST_OCCURRENCE 15981 8 4242 63 8715768 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.9d7e3477899b.html
DUPTYPE_WITHIN_SAME_TREE -15981 8 4242 63 8706267 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.html
DUPTYPE_FIRST_OCCURRENCE 10271 5 4243 63 9727851 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Dropdown/index.5fca06db3f66.html
DUPTYPE_WITHIN_SAME_TREE -10271 5 4243 63 9727328 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Dropdown/index.html
DUPTYPE_FIRST_OCCURRENCE 16239 8 4246 63 5817247 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Modal/index.585f37cab336.html
DUPTYPE_WITHIN_SAME_TREE -16239 8 4246 63 5815523 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Modal/index.html
DUPTYPE_FIRST_OCCURRENCE 15957 8 4246 63 8715716 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.4ddb193d91ec.html
DUPTYPE_WITHIN_SAME_TREE -15957 8 4246 63 8706215 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.html
DUPTYPE_FIRST_OCCURRENCE 15947 8 4247 63 8715749 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Collapsible/index.85a7ff7ad0dd.html
DUPTYPE_WITHIN_SAME_TREE -15947 8 4247 63 8706248 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Collapsible/index.html
DUPTYPE_FIRST_OCCURRENCE 961 1 4248 63 8719725 5 /openedx/staticfiles/images/honor-ribbon.90dcf3b32ac4.png
DUPTYPE_WITHIN_SAME_TREE -961 1 4248 63 8705732 5 /openedx/staticfiles/images/honor-ribbon.png
DUPTYPE_FIRST_OCCURRENCE 9669 5 4249 63 8717675 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/val.a823702dd2bf.js
DUPTYPE_WITHIN_SAME_TREE -9669 5 4249 63 8706955 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/val.js
DUPTYPE_FIRST_OCCURRENCE 1761 2 4249 63 8719508 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/constants.725e6a9c4aea.js
DUPTYPE_WITHIN_SAME_TREE -1761 2 4249 63 8706309 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/constants.js
DUPTYPE_FIRST_OCCURRENCE 16013 8 4250 63 8715774 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Pagination/index.604877badd9e.html
DUPTYPE_WITHIN_SAME_TREE -16013 8 4250 63 8706273 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Pagination/index.html
DUPTYPE_FIRST_OCCURRENCE 16245 8 4250 63 8715822 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Pagination/index.000664fd8726.html
DUPTYPE_WITHIN_SAME_TREE -16245 8 4250 63 8706520 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Pagination/index.html
DUPTYPE_FIRST_OCCURRENCE 16035 8 4252 63 8715744 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/StatusAlert/index.ed233dca4d60.html
DUPTYPE_WITHIN_SAME_TREE -16035 8 4252 63 8706243 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/StatusAlert/index.html
DUPTYPE_FIRST_OCCURRENCE 16267 8 4252 63 8715817 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/StatusAlert/index.87d4ab58b947.html
DUPTYPE_WITHIN_SAME_TREE -16267 8 4252 63 8706515 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/StatusAlert/index.html
DUPTYPE_FIRST_OCCURRENCE 16189 8 4252 63 8715790 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.a914f111f415.html
DUPTYPE_WITHIN_SAME_TREE -16189 8 4252 63 8706488 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.html
DUPTYPE_FIRST_OCCURRENCE 16007 8 4254 63 8715771 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Modal/index.454e277ef635.html
DUPTYPE_WITHIN_SAME_TREE -16007 8 4254 63 8706270 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Modal/index.html
DUPTYPE_FIRST_OCCURRENCE 2007 2 4254 63 8719494 5 /openedx/staticfiles/js/demographics_collection/Wizard.ec91201b171f.jsx
DUPTYPE_WITHIN_SAME_TREE -2007 2 4254 63 8706015 5 /openedx/staticfiles/js/demographics_collection/Wizard.jsx
DUPTYPE_FIRST_OCCURRENCE 14853 7 4255 63 9095237 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/Movable.8900470773c5.js
DUPTYPE_WITHIN_SAME_TREE -14853 7 4255 63 9093715 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/Movable.js
DUPTYPE_WITHIN_SAME_TREE -14853 8 4255 63 8973698 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/Movable.js
DUPTYPE_WITHIN_SAME_TREE -14853 8 4255 63 8973907 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/Movable.8900470773c5.js
DUPTYPE_FIRST_OCCURRENCE 4941 3 4257 63 8718934 5 /openedx/staticfiles/js/student_account/views/finish_auth_factory.e315fd78d450.js
DUPTYPE_WITHIN_SAME_TREE -4941 3 4257 63 8705889 5 /openedx/staticfiles/js/student_account/views/finish_auth_factory.js
DUPTYPE_FIRST_OCCURRENCE 16261 8 4258 63 8715785 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/SearchField/index.3c341bc5cc11.html
DUPTYPE_WITHIN_SAME_TREE -16261 8 4258 63 8706483 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/SearchField/index.html
DUPTYPE_FIRST_OCCURRENCE 3721 2 4258 63 5422085 5 /openedx/staticfiles/templates/verify_student/incourse_reverify.b35e52af35c1.underscore
DUPTYPE_WITHIN_SAME_TREE -3721 2 4258 63 5419531 5 /openedx/staticfiles/templates/verify_student/incourse_reverify.underscore
DUPTYPE_FIRST_OCCURRENCE 16029 8 4258 63 8715711 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/SearchField/index.4c2069c231a6.html
DUPTYPE_WITHIN_SAME_TREE -16029 8 4258 63 8706210 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/SearchField/index.html
DUPTYPE_FIRST_OCCURRENCE 16251 8 4259 63 2546837 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.79db9e5aad69.html
DUPTYPE_WITHIN_SAME_TREE -16251 8 4259 63 2545675 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 16019 8 4259 63 8715757 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.c0cd51430143.html
DUPTYPE_WITHIN_SAME_TREE -16019 8 4259 63 8706256 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 10307 5 4259 63 9727874 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/RadioButtonGroup/index.f3feeb8a4c02.html
DUPTYPE_WITHIN_SAME_TREE -10307 5 4259 63 9727473 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 16187 8 4261 63 8715792 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/README.md.da2bb3e4214d.html
DUPTYPE_WITHIN_SAME_TREE -16187 8 4261 63 8706490 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/README.md.html
DUPTYPE_FIRST_OCCURRENCE 5827 3 4263 63 8712200 5 /openedx/staticfiles/studio/js/models/group_configuration.90bffdcbf04c.js
DUPTYPE_WITHIN_SAME_TREE -5827 3 4263 63 8709996 5 /openedx/staticfiles/studio/js/models/group_configuration.js
DUPTYPE_FIRST_OCCURRENCE 3391 2 4265 63 6603960 5 /openedx/staticfiles/templates/credit_notifications/credit_eligibility_email.09aa48db54da.html
DUPTYPE_WITHIN_SAME_TREE -3391 2 4265 63 6602597 5 /openedx/staticfiles/templates/credit_notifications/credit_eligibility_email.html
DUPTYPE_FIRST_OCCURRENCE 6403 3 4267 63 5422007 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/data_download_2.2d04e9d3f345.html
DUPTYPE_WITHIN_SAME_TREE -6403 3 4267 63 5419880 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/data_download_2.html
DUPTYPE_FIRST_OCCURRENCE 3031 2 4267 63 8712440 5 /openedx/staticfiles/studio/templates/certificate-editor.cae43673a541.underscore
DUPTYPE_WITHIN_SAME_TREE -3031 2 4267 63 8709787 5 /openedx/staticfiles/studio/templates/certificate-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 12079 5 4275 63 8718152 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_docs_edit.11333555c10c.js
DUPTYPE_WITHIN_SAME_TREE -12079 5 4275 63 8708031 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_docs_edit.js
DUPTYPE_WITHIN_SAME_TREE -12079 6 4275 63 8710972 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_docs_edit.js
DUPTYPE_WITHIN_SAME_TREE -12079 6 4275 63 8711386 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_docs_edit.11333555c10c.js
DUPTYPE_FIRST_OCCURRENCE 6061 3 4276 63 8712262 5 /openedx/staticfiles/studio/js/views/list.a8855f0bb075.js
DUPTYPE_WITHIN_SAME_TREE -6061 3 4276 63 8710085 5 /openedx/staticfiles/studio/js/views/list.js
DUPTYPE_FIRST_OCCURRENCE 255 1 4287 63 5422237 5 /openedx/staticfiles/bundles/UnenrollmentFactory.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 63 5419317 5 /openedx/staticfiles/bundles/UnenrollmentFactory.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 63 5422274 5 /openedx/staticfiles/bundles/UnenrollmentFactory.77898fd07385116c32f0.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 63 6340322 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.77898fd07385116c32f0.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 63 6338172 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 63 6338209 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.77898fd07385116c32f0.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 63 6340285 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 63 5419354 5 /openedx/staticfiles/bundles/UnenrollmentFactory.77898fd07385116c32f0.js
DUPTYPE_FIRST_OCCURRENCE 6039 3 4289 63 8712271 5 /openedx/staticfiles/studio/js/views/edit_textbook.f3f2e42ce91b.js
DUPTYPE_WITHIN_SAME_TREE -6039 3 4289 63 8710094 5 /openedx/staticfiles/studio/js/views/edit_textbook.js
DUPTYPE_FIRST_OCCURRENCE 5237 3 4300 63 5422030 5 /openedx/staticfiles/paragon/src/Table/README.fabf3bc5fc8d.md
DUPTYPE_WITHIN_SAME_TREE -5237 6 4300 63 8716076 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Table/README.fabf3bc5fc8d.md
DUPTYPE_WITHIN_SAME_TREE -5237 6 4300 63 8706409 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Table/README.md
DUPTYPE_WITHIN_SAME_TREE -5237 3 4300 63 5419958 5 /openedx/staticfiles/paragon/src/Table/README.md
DUPTYPE_FIRST_OCCURRENCE 1323 1 4302 63 5422346 5 /openedx/staticfiles/templates/manage_user_standing.441f28f5f262.html
DUPTYPE_WITHIN_SAME_TREE -1323 1 4302 63 5419443 5 /openedx/staticfiles/templates/manage_user_standing.html
DUPTYPE_FIRST_OCCURRENCE 9243 4 4306 63 5421854 5 /openedx/staticfiles/templates/ux/reference/v1/course-skeleton.ae22d0c55e78.html
DUPTYPE_WITHIN_SAME_TREE -9243 4 4306 63 5419757 5 /openedx/staticfiles/templates/ux/reference/v1/course-skeleton.html
DUPTYPE_FIRST_OCCURRENCE 4331 3 4310 63 8707567 5 /openedx/staticfiles/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 8 4310 63 3855222 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 8 4310 63 3855348 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 7 4310 63 5420231 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 4 4310 63 4378116 5 /openedx/staticfiles/studio/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 3 4310 63 8719248 5 /openedx/staticfiles/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 4 4310 63 4376896 5 /openedx/staticfiles/studio/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 7 4310 63 5421775 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_FIRST_OCCURRENCE 4177 3 4315 63 8719059 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/index.6a95fb6e8738.js
DUPTYPE_WITHIN_SAME_TREE -4177 3 4315 63 8706312 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/index.js
DUPTYPE_FIRST_OCCURRENCE 7443 4 4321 63 8718654 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/data.c7a2ac0c7a0b.js
DUPTYPE_WITHIN_SAME_TREE -7443 4 4321 63 8706860 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/data.js
DUPTYPE_FIRST_OCCURRENCE 14949 7 4337 63 9095182 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.f50fb901c8b9.js
DUPTYPE_WITHIN_SAME_TREE -14949 7 4337 63 9092488 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -14949 8 4337 63 8973852 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.f50fb901c8b9.js
DUPTYPE_WITHIN_SAME_TREE -14949 8 4337 63 8971562 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 3191 2 4337 63 8712475 5 /openedx/staticfiles/studio/templates/xblock-outline.398ed3fac83e.underscore
DUPTYPE_WITHIN_SAME_TREE -3191 2 4337 63 8709822 5 /openedx/staticfiles/studio/templates/xblock-outline.underscore
DUPTYPE_FIRST_OCCURRENCE 9659 5 4339 63 8717653 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/xhr.ee3af0d4bfee.js
DUPTYPE_WITHIN_SAME_TREE -9659 5 4339 63 8706922 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/xhr.js
DUPTYPE_FIRST_OCCURRENCE 6011 3 4344 63 8712238 5 /openedx/staticfiles/studio/js/views/asset.ecb9eeaf79f9.js
DUPTYPE_WITHIN_SAME_TREE -6011 3 4344 63 8710061 5 /openedx/staticfiles/studio/js/views/asset.js
DUPTYPE_FIRST_OCCURRENCE 7693 4 4345 63 8718721 5 /openedx/staticfiles/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 4 4345 63 8707544 5 /openedx/staticfiles/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 8 4345 63 8969969 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 5 4345 63 2550720 5 /openedx/staticfiles/studio/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 5 4345 63 2545880 5 /openedx/staticfiles/studio/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 9 4345 63 8710997 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 8 4345 63 8971590 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 9 4345 63 8710936 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_FIRST_OCCURRENCE 4887 3 4349 63 8719228 5 /openedx/staticfiles/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 7 4349 63 8715847 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 8 4349 63 8711039 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 8 4349 63 8710915 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 4 4349 63 9094183 5 /openedx/staticfiles/studio/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 3 4349 63 8707525 5 /openedx/staticfiles/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 4 4349 63 9094382 5 /openedx/staticfiles/studio/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 7 4349 63 8707853 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.js
DUPTYPE_FIRST_OCCURRENCE 7695 4 4352 63 9095461 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/closetag.ad5dac3419e7.js
DUPTYPE_WITHIN_SAME_TREE -7695 4 4352 63 9093783 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/closetag.js
DUPTYPE_WITHIN_SAME_TREE -7695 5 4352 63 9094142 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/closetag.js
DUPTYPE_WITHIN_SAME_TREE -7695 5 4352 63 9094309 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/closetag.ad5dac3419e7.js
DUPTYPE_FIRST_OCCURRENCE 1467 2 4360 63 5818864 5 /openedx/staticfiles/admin/js/SelectBox.8161741c7647.js
DUPTYPE_WITHIN_SAME_TREE -1467 2 4360 63 5815544 5 /openedx/staticfiles/admin/js/SelectBox.js
DUPTYPE_WITHIN_SAME_TREE -1467 3 4360 63 8710339 5 /openedx/staticfiles/studio/admin/js/SelectBox.js
DUPTYPE_WITHIN_SAME_TREE -1467 3 4360 63 8712330 5 /openedx/staticfiles/studio/admin/js/SelectBox.8161741c7647.js
DUPTYPE_FIRST_OCCURRENCE 7767 4 4362 63 8718463 5 /openedx/staticfiles/js/vendor/pdfjs/locale/locale.a040a05c65fa.properties
DUPTYPE_WITHIN_SAME_TREE -7767 4 4362 63 8705576 5 /openedx/staticfiles/js/vendor/pdfjs/locale/locale.properties
DUPTYPE_WITHIN_SAME_TREE -7767 5 4362 63 1760143 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/locale.a040a05c65fa.properties
DUPTYPE_WITHIN_SAME_TREE -7767 5 4362 63 1758634 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/locale.properties
DUPTYPE_FIRST_OCCURRENCE 10281 5 4363 63 9727871 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Icon/README.md.4dc030dd57ef.html
DUPTYPE_WITHIN_SAME_TREE -10281 5 4363 63 9727470 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Icon/README.md.html
DUPTYPE_FIRST_OCCURRENCE 16205 8 4363 63 8715816 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Icon/README.md.80a53558d78c.html
DUPTYPE_WITHIN_SAME_TREE -16205 8 4363 63 8706514 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Icon/README.md.html
DUPTYPE_FIRST_OCCURRENCE 4565 3 4363 63 8719012 5 /openedx/staticfiles/js/edxnotes/utils/notes_collector.8cf546d9ada6.js
DUPTYPE_WITHIN_SAME_TREE -4565 3 4363 63 8705986 5 /openedx/staticfiles/js/edxnotes/utils/notes_collector.js
DUPTYPE_FIRST_OCCURRENCE 5263 3 4376 63 8719116 5 /openedx/staticfiles/paragon/src/asInput/README.53e1d57b4e01.md
DUPTYPE_WITHIN_SAME_TREE -5263 3 4376 63 8706802 5 /openedx/staticfiles/paragon/src/asInput/README.md
DUPTYPE_FIRST_OCCURRENCE 1065 1 4385 63 8719781 5 /openedx/staticfiles/js/bootstrap-collapse.a82ce429e2cb.js
DUPTYPE_WITHIN_SAME_TREE -1065 1 4385 63 8705803 5 /openedx/staticfiles/js/bootstrap-collapse.js
DUPTYPE_FIRST_OCCURRENCE 4085 3 4387 63 6603828 5 /openedx/staticfiles/course_search/js/views/search_results_view.06e64f0750e9.js
DUPTYPE_WITHIN_SAME_TREE -4085 3 4387 63 6603105 5 /openedx/staticfiles/course_search/js/views/search_results_view.js
DUPTYPE_FIRST_OCCURRENCE 4089 3 4414 63 8707507 5 /openedx/staticfiles/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 3 4414 63 8719214 5 /openedx/staticfiles/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 8 4414 63 8710892 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 7 4414 63 8715833 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 8 4414 63 8711025 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 7 4414 63 8707835 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 4 4414 63 8710492 5 /openedx/staticfiles/studio/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 4 4414 63 8712023 5 /openedx/staticfiles/studio/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_FIRST_OCCURRENCE 7705 4 4414 63 9095468 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/formatting.0f4883e9c208.js
DUPTYPE_WITHIN_SAME_TREE -7705 4 4414 63 9093790 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/formatting.js
DUPTYPE_WITHIN_SAME_TREE -7705 5 4414 63 9094316 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/formatting.0f4883e9c208.js
DUPTYPE_WITHIN_SAME_TREE -7705 5 4414 63 9094149 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/formatting.js
DUPTYPE_FIRST_OCCURRENCE 7575 4 4414 63 8718758 5 /openedx/staticfiles/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 9 4414 63 3599056 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 5 4414 63 4124907 5 /openedx/staticfiles/studio/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 8 4414 63 4918046 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 9 4414 63 3599839 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 4 4414 63 8707650 5 /openedx/staticfiles/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 5 4414 63 4125912 5 /openedx/staticfiles/studio/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 8 4414 63 4919762 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_FIRST_OCCURRENCE 14851 7 4414 63 9095242 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.04066f4b6265.js
DUPTYPE_WITHIN_SAME_TREE -14851 8 4414 63 8973703 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.js
DUPTYPE_WITHIN_SAME_TREE -14851 8 4414 63 8973912 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.04066f4b6265.js
